id,EAP,HPL,MWS
id24621,0.201893,0.139134,0.658973
id14904,0.066312,0.252196,0.681492
id09209,0.021074,0.041019,0.937907
id10425,0.950686,0.046132,0.003182
id04915,0.402073,0.143617,0.454309
id01417,0.007481,0.990048,0.002471
id12318,0.695937,0.129540,0.174523
id01184,0.326550,0.070643,0.602807
id05349,0.010008,0.014100,0.975891
id14718,0.019930,0.006649,0.973421
id20392,0.509969,0.179924,0.310107
id10071,0.024724,0.082171,0.893105
id24369,0.996218,0.002102,0.001680
id22137,0.989197,0.008734,0.002069
id14478,0.055717,0.107266,0.837017
id10018,0.112872,0.030485,0.856643
id13357,0.084252,0.727353,0.188395
id06093,0.007033,0.012694,0.980273
id26039,0.066550,0.011332,0.922118
id05974,0.072807,0.805003,0.122190
id09745,0.017787,0.960535,0.021678
id01255,0.121255,0.253651,0.625095
id25995,0.001450,0.958997,0.039553
id01205,0.321993,0.063239,0.614768
id09735,0.663696,0.332271,0.004032
id19431,0.755611,0.182166,0.062223
id10226,0.711628,0.025768,0.262604
id22446,0.897650,0.019155,0.083195
id10207,0.202988,0.177794,0.619218
id02564,0.661842,0.228349,0.109809
id15113,0.982480,0.003386,0.014133
id20230,0.799507,0.106299,0.094194
id18155,0.949303,0.033475,0.017222
id23722,0.236959,0.030234,0.732807
id20241,0.979413,0.011196,0.009391
id10580,0.022063,0.004823,0.973114
id09405,0.050497,0.039904,0.909599
id16297,0.106110,0.882832,0.011058
id27247,0.167591,0.017843,0.814566
id26321,0.998281,0.000936,0.000783
id18503,0.280440,0.058870,0.660691
id04178,0.014512,0.964314,0.021174
id22695,0.069217,0.039414,0.891369
id04368,0.984388,0.003304,0.012308
id20585,0.929273,0.062868,0.007859
id21615,0.176460,0.263401,0.560139
id10830,0.000170,0.999779,0.000050
id22143,0.967372,0.017488,0.015140
id21600,0.970394,0.017334,0.012272
id23773,0.850593,0.092758,0.056649
id08505,0.983855,0.002711,0.013434
id27152,0.846270,0.030583,0.123147
id09817,0.115531,0.396846,0.487623
id02355,0.820964,0.118163,0.060874
id23629,0.894859,0.040035,0.065106
id22194,0.906620,0.039523,0.053856
id05592,0.428281,0.081969,0.489750
id02916,0.082686,0.276652,0.640662
id22284,0.439381,0.044029,0.516590
id14574,0.552676,0.161728,0.285596
id16820,0.327087,0.163426,0.509488
id04513,0.783357,0.037457,0.179187
id05853,0.067527,0.080024,0.852449
id23528,0.066795,0.901695,0.031511
id06684,0.678583,0.257995,0.063422
id19793,0.885766,0.098563,0.015671
id05567,0.548392,0.024637,0.426972
id01637,0.064393,0.892231,0.043376
id24264,0.115754,0.008325,0.875922
id08558,0.188939,0.670498,0.140563
id01977,0.140742,0.441124,0.418134
id14665,0.114590,0.865106,0.020304
id24485,0.217940,0.734462,0.047598
id00331,0.586702,0.030899,0.382399
id06004,0.110354,0.027012,0.862634
id08168,0.004243,0.978550,0.017207
id02054,0.919655,0.064514,0.015830
id27733,0.041807,0.045711,0.912483
id26596,0.035622,0.915306,0.049072
id05275,0.706126,0.099248,0.194626
id23093,0.934000,0.024487,0.041513
id13304,0.041934,0.007467,0.950599
id09513,0.949915,0.028659,0.021426
id14943,0.981341,0.004506,0.014153
id10936,0.522970,0.147625,0.329405
id18771,0.363262,0.032907,0.603831
id09708,0.829323,0.042109,0.128568
id17204,0.837212,0.096677,0.066111
id27515,0.000947,0.998215,0.000837
id04438,0.064437,0.000885,0.934678
id14306,0.072289,0.916604,0.011107
id10235,0.236332,0.188135,0.575532
id19034,0.489622,0.364807,0.145571
id27850,0.308011,0.022361,0.669628
id23316,0.702573,0.234610,0.062817
id21265,0.871200,0.016363,0.112438
id13944,0.051153,0.011878,0.936969
id00416,0.026589,0.917609,0.055802
id04702,0.542432,0.321904,0.135664
id07679,0.369815,0.233481,0.396705
id17063,0.015717,0.973878,0.010405
id25840,0.010701,0.975387,0.013912
id16767,0.166287,0.805759,0.027955
id10275,0.054274,0.019410,0.926315
id19913,0.267448,0.387382,0.345171
id16158,0.065927,0.650231,0.283842
id19914,0.069819,0.018568,0.911613
id09409,0.545680,0.037178,0.417142
id14026,0.400126,0.370013,0.229862
id27022,0.003257,0.993261,0.003483
id06324,0.011623,0.976340,0.012036
id22614,0.249192,0.115693,0.635115
id02338,0.450459,0.308234,0.241307
id02862,0.093925,0.825258,0.080817
id14818,0.450976,0.048915,0.500109
id00648,0.591035,0.108607,0.300358
id21812,0.166060,0.010793,0.823147
id04567,0.208743,0.789062,0.002195
id20462,0.000010,0.000002,0.999989
id21110,0.452780,0.156467,0.390753
id27524,0.215477,0.745977,0.038546
id10739,0.038735,0.125268,0.835997
id25519,0.387607,0.137880,0.474514
id09509,0.450254,0.127448,0.422298
id24062,0.183118,0.748027,0.068855
id17909,0.093575,0.001509,0.904916
id09896,0.034253,0.118369,0.847378
id11587,0.169050,0.808855,0.022095
id09957,0.327723,0.380744,0.291533
id02070,0.002387,0.003502,0.994111
id25658,0.578792,0.375411,0.045797
id19870,0.471771,0.485998,0.042231
id11774,0.041495,0.010913,0.947592
id21315,0.619741,0.313308,0.066951
id15873,0.833345,0.076764,0.089891
id19302,0.002486,0.996881,0.000634
id07239,0.042796,0.948078,0.009126
id10178,0.984113,0.008728,0.007159
id00074,0.796242,0.005125,0.198633
id21736,0.132992,0.643532,0.223476
id25383,0.241991,0.346088,0.411921
id01649,0.428813,0.034613,0.536574
id15990,0.008326,0.004951,0.986724
id04940,0.624976,0.270381,0.104643
id09041,0.456126,0.430992,0.112882
id12499,0.647409,0.092190,0.260401
id27324,0.317517,0.675296,0.007187
id20396,0.010014,0.984522,0.005464
id20065,0.831536,0.025222,0.143242
id09659,0.069128,0.091273,0.839598
id04632,0.264561,0.057078,0.678361
id17313,0.867678,0.074940,0.057382
id04995,0.623428,0.299382,0.077190
id26559,0.686830,0.215776,0.097394
id06974,0.178962,0.249613,0.571425
id22141,0.965828,0.011630,0.022542
id11508,0.085848,0.033534,0.880618
id09766,0.067210,0.922009,0.010781
id24382,0.450033,0.114105,0.435861
id12016,0.565071,0.208199,0.226730
id07298,0.690241,0.057986,0.251773
id17985,0.137628,0.825890,0.036482
id09057,0.003903,0.000803,0.995294
id23310,0.010855,0.005844,0.983301
id13265,0.928190,0.043677,0.028133
id25920,0.789032,0.069975,0.140993
id15012,0.636556,0.055809,0.307636
id12939,0.033980,0.961813,0.004206
id13329,0.665081,0.080711,0.254207
id11410,0.477939,0.468565,0.053495
id08203,0.369786,0.421934,0.208280
id09399,0.205380,0.639585,0.155034
id24807,0.014180,0.024357,0.961464
id24976,0.637672,0.195854,0.166475
id19630,0.157837,0.219119,0.623044
id00231,0.001025,0.998081,0.000894
id06157,0.011802,0.885088,0.103110
id26817,0.063674,0.600142,0.336185
id21083,0.134839,0.031143,0.834018
id27634,0.666703,0.312058,0.021239
id12397,0.164804,0.699870,0.135326
id02643,0.074025,0.038517,0.887458
id13731,0.008132,0.989549,0.002319
id17953,0.202798,0.017912,0.779290
id10342,0.808382,0.102009,0.089608
id19652,0.269318,0.262457,0.468226
id03505,0.028194,0.964403,0.007403
id27602,0.148284,0.505986,0.345730
id13311,0.110660,0.006288,0.883053
id20008,0.501539,0.321148,0.177314
id14404,0.280946,0.256972,0.462081
id09413,0.117204,0.131436,0.751360
id01897,0.036989,0.609716,0.353296
id14873,0.863050,0.058065,0.078885
id25588,0.988420,0.002967,0.008613
id15549,0.062084,0.669421,0.268495
id20796,0.340341,0.087873,0.571786
id11138,0.038795,0.043716,0.917488
id18398,0.036834,0.003591,0.959575
id01871,0.984375,0.007019,0.008606
id15968,0.961215,0.031447,0.007338
id18197,0.007809,0.003682,0.988509
id20939,0.441376,0.019722,0.538901
id20570,0.007206,0.164172,0.828622
id00432,0.910141,0.033019,0.056840
id19537,0.004331,0.977577,0.018092
id12930,0.991738,0.006778,0.001484
id26222,0.212139,0.670847,0.117014
id10623,0.974723,0.010123,0.015154
id15460,0.027088,0.966699,0.006212
id22824,0.990786,0.004699,0.004515
id02968,0.080216,0.001181,0.918603
id19017,0.227453,0.298668,0.473879
id26743,0.034200,0.866205,0.099595
id04161,0.982892,0.007256,0.009852
id08976,0.002087,0.997087,0.000827
id13339,0.040950,0.931455,0.027595
id25051,0.934566,0.010744,0.054690
id22649,0.345968,0.631358,0.022674
id00040,0.093313,0.836381,0.070306
id08855,0.284743,0.237501,0.477755
id24622,0.759668,0.027459,0.212873
id02301,0.929232,0.045840,0.024928
id07047,0.215676,0.054098,0.730226
id04423,0.938381,0.043298,0.018320
id02790,0.249234,0.641194,0.109573
id08754,0.678306,0.284283,0.037411
id20297,0.242418,0.022111,0.735472
id04307,0.141790,0.686463,0.171747
id18927,0.186364,0.147720,0.665916
id27393,0.350086,0.066487,0.583428
id15260,0.339807,0.363927,0.296267
id03679,0.422165,0.067496,0.510339
id17381,0.934459,0.058279,0.007261
id13196,0.526869,0.292320,0.180811
id21493,0.449507,0.102508,0.447985
id11088,0.267093,0.162109,0.570798
id15801,0.602138,0.032859,0.365003
id04647,0.254190,0.044841,0.700969
id16900,0.000943,0.998614,0.000444
id17174,0.822017,0.164874,0.013108
id23801,0.213552,0.660693,0.125755
id11952,0.641427,0.145287,0.213285
id02738,0.671514,0.080134,0.248353
id05365,0.907264,0.015083,0.077653
id19666,0.615410,0.363117,0.021473
id26638,0.391834,0.207503,0.400663
id03032,0.393071,0.367076,0.239854
id23471,0.698776,0.129433,0.171791
id26135,0.000770,0.998354,0.000876
id18224,0.000370,0.997986,0.001644
id10782,0.916267,0.072914,0.010819
id08932,0.070098,0.018180,0.911722
id23126,0.088522,0.005442,0.906035
id22273,0.640336,0.157417,0.202247
id17427,0.413348,0.486761,0.099890
id21258,0.852540,0.099640,0.047820
id06604,0.758832,0.141385,0.099783
id02180,0.535174,0.423246,0.041580
id20505,0.227424,0.399915,0.372661
id27466,0.447225,0.146248,0.406528
id14249,0.262891,0.261681,0.475428
id15891,0.085684,0.804445,0.109871
id25366,0.090981,0.008667,0.900352
id13554,0.053315,0.166656,0.780029
id09470,0.059119,0.029129,0.911752
id15993,0.468318,0.243770,0.287912
id07273,0.286263,0.456965,0.256772
id10805,0.763698,0.104077,0.132225
id07990,0.176438,0.123932,0.699630
id08107,0.095074,0.023977,0.880949
id07612,0.572052,0.378095,0.049854
id10593,0.650683,0.147300,0.202018
id00906,0.065042,0.917834,0.017124
id22316,0.011739,0.233610,0.754651
id04826,0.939789,0.058449,0.001762
id13173,0.024815,0.086294,0.888892
id20075,0.961883,0.009488,0.028629
id16427,0.378389,0.497265,0.124346
id21948,0.094997,0.088990,0.816014
id05957,0.716295,0.238627,0.045078
id22982,0.000780,0.996173,0.003047
id01672,0.171530,0.810984,0.017485
id19463,0.081246,0.019377,0.899376
id17555,0.100599,0.808498,0.090904
id21387,0.026818,0.955491,0.017691
id00011,0.316290,0.663307,0.020403
id18538,0.794558,0.049771,0.155671
id14915,0.013891,0.972404,0.013705
id13773,0.040673,0.031389,0.927938
id26440,0.613593,0.015006,0.371401
id18862,0.461725,0.122893,0.415382
id02510,0.009528,0.004524,0.985948
id26288,0.090336,0.023541,0.886123
id01877,0.204798,0.154614,0.640588
id17532,0.058670,0.023077,0.918253
id22973,0.772704,0.191490,0.035806
id10254,0.177179,0.010199,0.812622
id20420,0.032289,0.943735,0.023976
id16052,0.527990,0.052484,0.419525
id19578,0.983254,0.006067,0.010679
id06318,0.188792,0.159881,0.651327
id18751,0.980198,0.001811,0.017991
id06756,0.216226,0.006470,0.777303
id00364,0.433900,0.545945,0.020155
id10714,0.252786,0.641699,0.105515
id27432,0.511242,0.044126,0.444632
id02395,0.360635,0.589199,0.050165
id00502,0.214990,0.142592,0.642418
id22856,0.080967,0.413888,0.505145
id16391,0.003807,0.993867,0.002326
id18170,0.546771,0.181013,0.272215
id19642,0.892873,0.040608,0.066519
id15742,0.413859,0.075670,0.510470
id18984,0.010271,0.008656,0.981072
id22155,0.022765,0.024281,0.952955
id13113,0.026093,0.001864,0.972042
id03817,0.428707,0.259591,0.311701
id13090,0.538601,0.020013,0.441386
id23521,0.066393,0.704417,0.229191
id21376,0.110194,0.038614,0.851192
id21795,0.105149,0.620535,0.274315
id03548,0.005447,0.006742,0.987811
id05018,0.975511,0.006506,0.017982
id00085,0.192176,0.802115,0.005710
id12163,0.206750,0.596249,0.197000
id15341,0.771478,0.178559,0.049963
id12896,0.214897,0.737077,0.048026
id24019,0.115248,0.162736,0.722016
id24981,0.477542,0.466569,0.055890
id12456,0.153835,0.355789,0.490376
id24590,0.440167,0.121477,0.438356
id01276,0.009999,0.987747,0.002253
id04235,0.004916,0.002421,0.992662
id21844,0.013015,0.126596,0.860389
id16876,0.000583,0.999320,0.000097
id10137,0.043433,0.025218,0.931348
id26435,0.028094,0.004346,0.967560
id15912,0.617822,0.021658,0.360521
id09361,0.005321,0.004811,0.989868
id00071,0.759422,0.019862,0.220717
id21006,0.997819,0.001227,0.000954
id20942,0.164870,0.016020,0.819109
id00137,0.692787,0.256690,0.050523
id10494,0.226675,0.639031,0.134294
id02933,0.756751,0.112291,0.130958
id22661,0.001550,0.997982,0.000468
id01024,0.167786,0.111324,0.720890
id02183,0.035609,0.817182,0.147209
id22883,0.068813,0.858509,0.072678
id14780,0.396387,0.578713,0.024900
id00543,0.052301,0.015695,0.932004
id21237,0.601484,0.016957,0.381559
id09864,0.063317,0.878628,0.058055
id26171,0.013606,0.009140,0.977255
id08115,0.480972,0.151316,0.367712
id18417,0.092146,0.861123,0.046730
id27910,0.024331,0.012228,0.963441
id16918,0.217735,0.376541,0.405724
id10236,0.002672,0.001058,0.996270
id22481,0.318210,0.077984,0.603806
id25843,0.472290,0.479697,0.048013
id24660,0.970085,0.003439,0.026476
id09637,0.007535,0.989493,0.002972
id19022,0.408985,0.113224,0.477790
id16809,0.357927,0.105468,0.536605
id13162,0.133823,0.011079,0.855098
id05384,0.041904,0.940177,0.017919
id15361,0.018404,0.002203,0.979393
id03967,0.070174,0.905376,0.024450
id03839,0.003070,0.970142,0.026788
id19644,0.768640,0.072410,0.158950
id14817,0.011735,0.019156,0.969109
id04190,0.377909,0.274161,0.347930
id19018,0.052584,0.763723,0.183693
id23557,0.313338,0.656532,0.030130
id25241,0.056656,0.010266,0.933078
id01223,0.160924,0.150038,0.689037
id07529,0.095215,0.688693,0.216092
id13517,0.045764,0.072767,0.881469
id11759,0.735237,0.038050,0.226714
id13741,0.080624,0.013388,0.905989
id03305,0.044551,0.045598,0.909851
id16474,0.000157,0.999794,0.000049
id04156,0.655537,0.033256,0.311207
id23223,0.058517,0.891694,0.049789
id25193,0.308741,0.103701,0.587558
id02100,0.985750,0.006673,0.007577
id20032,0.074356,0.385115,0.540529
id22179,0.021947,0.012979,0.965073
id15359,0.909116,0.023858,0.067025
id02571,0.002767,0.995754,0.001478
id21450,0.928531,0.034186,0.037283
id17293,0.670637,0.314845,0.014517
id13056,0.620175,0.278099,0.101726
id16833,0.641106,0.085195,0.273699
id25681,0.147254,0.779477,0.073269
id21263,0.136185,0.043308,0.820508
id02323,0.181897,0.748656,0.069447
id16481,0.657989,0.119406,0.222606
id05781,0.555081,0.031649,0.413270
id14416,0.644945,0.271337,0.083718
id20650,0.339282,0.578136,0.082582
id04357,0.742240,0.096173,0.161587
id16663,0.235824,0.139386,0.624791
id18312,0.064365,0.002479,0.933156
id24780,0.024334,0.197841,0.777826
id17348,0.035883,0.028097,0.936020
id22993,0.523394,0.033791,0.442815
id04847,0.102298,0.281521,0.616182
id27880,0.100678,0.881636,0.017685
id21160,0.132780,0.122903,0.744317
id03354,0.477291,0.233876,0.288833
id11002,0.063739,0.007679,0.928582
id02425,0.154950,0.017253,0.827797
id14067,0.670209,0.229345,0.100446
id05886,0.091796,0.105090,0.803114
id09256,0.692346,0.138578,0.169076
id11511,0.546653,0.070330,0.383017
id09029,0.042790,0.546624,0.410586
id22563,0.286222,0.229707,0.484070
id27838,0.537586,0.258928,0.203486
id23184,0.369966,0.106182,0.523853
id15335,0.536871,0.327912,0.135217
id08607,0.919930,0.028184,0.051886
id26516,0.958370,0.012619,0.029011
id12417,0.635731,0.282155,0.082114
id21758,0.982950,0.013758,0.003292
id00729,0.093681,0.828512,0.077807
id25504,0.207132,0.715388,0.077480
id00360,0.015632,0.052446,0.931922
id05913,0.089261,0.903882,0.006858
id00089,0.851091,0.081073,0.067836
id03511,0.996541,0.001121,0.002338
id00449,0.074006,0.031172,0.894822
id14504,0.106936,0.663641,0.229423
id19106,0.992407,0.006904,0.000689
id19236,0.023553,0.965544,0.010903
id12743,0.979455,0.004839,0.015706
id04662,0.183579,0.065543,0.750878
id15139,0.057316,0.025238,0.917446
id07233,0.223464,0.150180,0.626356
id19160,0.859182,0.066629,0.074189
id06867,0.051780,0.944017,0.004203
id04236,0.017221,0.949969,0.032810
id07591,0.437311,0.028933,0.533756
id25815,0.099617,0.028612,0.871771
id10925,0.714938,0.092915,0.192148
id27774,0.884977,0.100866,0.014157
id16090,0.185661,0.747188,0.067152
id24875,0.401941,0.067025,0.531034
id03456,0.269676,0.163519,0.566804
id07559,0.743479,0.246861,0.009659
id10513,0.023193,0.962412,0.014395
id07094,0.681681,0.236362,0.081956
id04111,0.032451,0.002030,0.965519
id23356,0.543169,0.200483,0.256348
id04435,0.109140,0.084363,0.806497
id23706,0.007305,0.002132,0.990562
id04655,0.290276,0.022749,0.686975
id07661,0.690018,0.132428,0.177554
id27176,0.204470,0.144915,0.650615
id13560,0.240005,0.329423,0.430573
id18020,0.116018,0.046471,0.837511
id16701,0.306522,0.675647,0.017831
id19252,0.935854,0.011791,0.052356
id00910,0.571705,0.398227,0.030068
id12102,0.698336,0.077881,0.223783
id15820,0.856008,0.079613,0.064379
id10698,0.310970,0.037215,0.651814
id15530,0.108810,0.666888,0.224302
id10740,0.978549,0.020147,0.001304
id24917,0.045434,0.011928,0.942638
id07985,0.042938,0.027791,0.929271
id15897,0.831127,0.110085,0.058787
id07960,0.339675,0.101670,0.558655
id15529,0.395583,0.081015,0.523402
id17855,0.225604,0.677604,0.096791
id24727,0.982681,0.006279,0.011040
id14835,0.537823,0.076167,0.386010
id25557,0.143814,0.060009,0.796178
id18605,0.079331,0.024151,0.896518
id27760,0.939240,0.038511,0.022249
id10042,0.002144,0.109494,0.888362
id12074,0.051818,0.785420,0.162762
id19511,0.419730,0.196874,0.383396
id21924,0.255786,0.681868,0.062346
id13095,0.235559,0.085789,0.678652
id11873,0.018521,0.000855,0.980624
id23651,0.069877,0.897351,0.032772
id09931,0.425587,0.125894,0.448519
id05155,0.057739,0.020419,0.921842
id17668,0.885912,0.089077,0.025011
id03470,0.989050,0.004957,0.005993
id02208,0.989230,0.009417,0.001353
id07650,0.002897,0.995817,0.001286
id24472,0.812307,0.132699,0.054993
id21211,0.039971,0.864450,0.095578
id11030,0.355875,0.543744,0.100380
id00943,0.076558,0.890683,0.032759
id19156,0.286664,0.187807,0.525528
id22886,0.008568,0.020535,0.970897
id00992,0.004978,0.989968,0.005054
id27547,0.676138,0.108267,0.215595
id24073,0.902238,0.044178,0.053584
id05452,0.776148,0.045114,0.178738
id22492,0.049575,0.756993,0.193431
id11981,0.806951,0.103738,0.089311
id15552,0.002896,0.994549,0.002556
id04471,0.002623,0.008346,0.989030
id09231,0.200847,0.282184,0.516969
id12493,0.855004,0.051389,0.093607
id24967,0.516909,0.066144,0.416947
id05865,0.321582,0.084003,0.594415
id04811,0.766388,0.066642,0.166970
id19877,0.465174,0.109825,0.425000
id04024,0.016078,0.982511,0.001412
id00395,0.115854,0.028169,0.855978
id22728,0.036382,0.953280,0.010338
id01268,0.625856,0.350678,0.023465
id08896,0.870891,0.010724,0.118385
id09971,0.858079,0.038537,0.103384
id26606,0.287775,0.012238,0.699987
id27970,0.692934,0.101528,0.205538
id25259,0.996280,0.000236,0.003483
id13834,0.062646,0.086363,0.850991
id19513,0.129434,0.061238,0.809327
id16082,0.153460,0.815616,0.030924
id22180,0.429389,0.080382,0.490229
id20498,0.914150,0.046032,0.039817
id27595,0.042140,0.017110,0.940750
id08267,0.038489,0.078312,0.883199
id12823,0.724351,0.125102,0.150547
id18842,0.182286,0.781789,0.035925
id17534,0.183335,0.747836,0.068829
id05777,0.697230,0.082085,0.220685
id21689,0.073167,0.901000,0.025833
id18114,0.320882,0.529299,0.149819
id17707,0.302477,0.250155,0.447368
id22956,0.005114,0.992469,0.002417
id27834,0.216700,0.129236,0.654063
id11377,0.256082,0.519551,0.224367
id08333,0.780717,0.066898,0.152385
id07445,0.439170,0.477985,0.082845
id22703,0.826218,0.129014,0.044768
id09468,0.152802,0.618472,0.228726
id19397,0.311584,0.112088,0.576328
id07977,0.917254,0.068056,0.014691
id14555,0.053695,0.045400,0.900905
id02489,0.033059,0.051977,0.914963
id10445,0.629139,0.249816,0.121045
id02058,0.031328,0.098763,0.869910
id23101,0.493242,0.075044,0.431714
id18072,0.232789,0.532745,0.234466
id21085,0.742641,0.010447,0.246911
id16584,0.018015,0.001016,0.980969
id23136,0.017917,0.001821,0.980262
id17745,0.158637,0.203986,0.637377
id27391,0.646576,0.301185,0.052238
id17240,0.195564,0.799240,0.005195
id11708,0.710583,0.077395,0.212022
id08712,0.107284,0.801154,0.091562
id23809,0.304042,0.256923,0.439035
id07274,0.818473,0.036701,0.144825
id15625,0.051711,0.359784,0.588505
id22815,0.491889,0.440633,0.067478
id23200,0.226168,0.514465,0.259367
id04369,0.043618,0.862378,0.094004
id04659,0.504101,0.133097,0.362802
id05051,0.029284,0.030645,0.940071
id07815,0.093095,0.832943,0.073962
id27535,0.873958,0.116956,0.009086
id11916,0.104781,0.229590,0.665629
id07097,0.378103,0.391215,0.230682
id24599,0.724084,0.084114,0.191802
id03434,0.192860,0.046075,0.761065
id01685,0.310399,0.473983,0.215618
id23165,0.111720,0.353485,0.534795
id08601,0.016300,0.982104,0.001596
id19593,0.799173,0.086185,0.114642
id04582,0.297400,0.035995,0.666605
id25659,0.117865,0.053811,0.828324
id08590,0.017158,0.038376,0.944466
id21959,0.403496,0.287782,0.308723
id21373,0.890436,0.073291,0.036272
id12581,0.071942,0.021728,0.906330
id05240,0.802178,0.062989,0.134833
id25188,0.009212,0.002737,0.988051
id15719,0.058836,0.630498,0.310665
id17546,0.777612,0.138413,0.083975
id18546,0.260066,0.618748,0.121186
id16043,0.018328,0.902907,0.078765
id05236,0.846343,0.123448,0.030209
id01665,0.949486,0.039273,0.011240
id12811,0.589871,0.116444,0.293686
id11468,0.072020,0.057510,0.870470
id20311,0.918999,0.007967,0.073034
id04045,0.015989,0.004520,0.979491
id02671,0.286703,0.493811,0.219486
id19889,0.014612,0.977889,0.007499
id10371,0.090353,0.487939,0.421708
id13583,0.364975,0.193136,0.441889
id11070,0.733266,0.231843,0.034890
id13087,0.136015,0.861868,0.002117
id21670,0.052622,0.019324,0.928055
id16432,0.150347,0.683734,0.165919
id13899,0.817997,0.105954,0.076048
id02925,0.273723,0.707356,0.018921
id27528,0.376329,0.611119,0.012551
id15950,0.309744,0.430439,0.259818
id07604,0.712603,0.006465,0.280932
id12682,0.918788,0.024555,0.056657
id16688,0.115330,0.862077,0.022592
id24150,0.015992,0.970702,0.013306
id04599,0.306722,0.066475,0.626803
id05609,0.042328,0.605569,0.352103
id27242,0.044609,0.002154,0.953237
id03464,0.349359,0.334768,0.315873
id20129,0.011429,0.001974,0.986598
id07890,0.001646,0.995969,0.002385
id24082,0.525385,0.186677,0.287939
id18550,0.002917,0.000712,0.996372
id13345,0.107958,0.015087,0.876955
id21162,0.850598,0.119603,0.029800
id05896,0.120058,0.106106,0.773836
id00549,0.022719,0.042100,0.935181
id19986,0.640492,0.111116,0.248391
id12287,0.084071,0.017715,0.898214
id21149,0.092760,0.014489,0.892751
id15937,0.185644,0.500113,0.314243
id18043,0.356344,0.285004,0.358652
id19288,0.698635,0.273086,0.028279
id16304,0.044131,0.045815,0.910054
id03605,0.821443,0.070185,0.108372
id00126,0.006242,0.297571,0.696187
id11734,0.297877,0.203225,0.498898
id20670,0.056654,0.758040,0.185306
id02266,0.214986,0.037753,0.747261
id06651,0.055145,0.784003,0.160853
id12969,0.801247,0.192469,0.006284
id15664,0.049383,0.833742,0.116874
id09699,0.064323,0.085049,0.850628
id07426,0.363388,0.245004,0.391608
id12040,0.006512,0.989996,0.003492
id22961,0.451571,0.333879,0.214550
id23971,0.118828,0.873256,0.007916
id21433,0.625940,0.290318,0.083742
id12028,0.261919,0.678762,0.059318
id15673,0.353382,0.181909,0.464709
id18681,0.217955,0.007227,0.774817
id21339,0.674160,0.172367,0.153472
id23755,0.477138,0.125048,0.397815
id10369,0.007597,0.065093,0.927310
id03917,0.161078,0.079116,0.759806
id17078,0.191472,0.146226,0.662302
id10873,0.591206,0.066685,0.342109
id21158,0.835592,0.098544,0.065864
id16491,0.688824,0.204125,0.107051
id23930,0.002548,0.990747,0.006705
id16048,0.019424,0.967591,0.012984
id10070,0.814676,0.076011,0.109313
id24962,0.455186,0.266926,0.277887
id27787,0.719245,0.132553,0.148202
id16840,0.044913,0.951307,0.003781
id01994,0.936547,0.032621,0.030833
id10756,0.035782,0.015212,0.949005
id16697,0.168361,0.528587,0.303052
id19603,0.184315,0.725884,0.089801
id03903,0.896467,0.091768,0.011765
id20992,0.777432,0.057066,0.165502
id15687,0.300342,0.297122,0.402536
id19769,0.254003,0.469440,0.276557
id06048,0.527070,0.306573,0.166357
id25098,0.583710,0.386771,0.029519
id16091,0.403496,0.287782,0.308723
id27192,0.678931,0.118157,0.202912
id05897,0.337399,0.151780,0.510821
id00828,0.719726,0.216807,0.063467
id20605,0.922085,0.042507,0.035408
id05872,0.091914,0.236125,0.671961
id00761,0.892570,0.029933,0.077497
id19573,0.453520,0.073823,0.472657
id03081,0.051265,0.074454,0.874281
id04887,0.383204,0.107090,0.509706
id17700,0.007878,0.006334,0.985788
id03250,0.680804,0.215512,0.103684
id21027,0.003936,0.994889,0.001176
id19567,0.891469,0.092032,0.016499
id05661,0.081623,0.074242,0.844135
id27405,0.990827,0.005531,0.003642
id01546,0.016331,0.945579,0.038090
id02288,0.022967,0.955456,0.021578
id11057,0.015674,0.019714,0.964612
id09191,0.115767,0.773763,0.110470
id19074,0.023689,0.007898,0.968413
id25012,0.344096,0.368503,0.287401
id24857,0.059038,0.895911,0.045052
id07557,0.194464,0.446960,0.358576
id23072,0.982244,0.012713,0.005043
id20317,0.874852,0.108133,0.017015
id16642,0.640172,0.059852,0.299976
id04211,0.028080,0.127982,0.843938
id22871,0.034497,0.951921,0.013582
id16178,0.001526,0.000214,0.998260
id25172,0.273551,0.165946,0.560502
id15654,0.739076,0.070883,0.190042
id26067,0.988218,0.003650,0.008132
id11955,0.109073,0.229647,0.661280
id24939,0.004755,0.002653,0.992592
id07378,0.741566,0.117440,0.140994
id22455,0.082292,0.638650,0.279058
id12850,0.241792,0.083475,0.674733
id12403,0.719846,0.008655,0.271499
id11593,0.089318,0.864929,0.045752
id27776,0.432401,0.108603,0.458996
id14497,0.018980,0.005775,0.975245
id24628,0.242041,0.091097,0.666862
id11283,0.238135,0.030178,0.731688
id00459,0.989588,0.009345,0.001066
id11310,0.049668,0.845231,0.105101
id05177,0.018173,0.968030,0.013797
id22598,0.027953,0.934531,0.037516
id05214,0.801781,0.140772,0.057447
id22797,0.492842,0.464458,0.042699
id15832,0.042220,0.015739,0.942041
id00479,0.283517,0.657002,0.059481
id05840,0.018831,0.047456,0.933713
id27489,0.043776,0.023340,0.932884
id03281,0.077967,0.877654,0.044379
id27046,0.947100,0.006878,0.046022
id09213,0.023705,0.002361,0.973934
id18775,0.867376,0.053466,0.079158
id09731,0.081148,0.910898,0.007954
id25031,0.910728,0.052327,0.036946
id11945,0.727828,0.042379,0.229793
id20286,0.776889,0.197728,0.025382
